Doc_Index,Title,Dominant_Topic,Dominant_Prob,Topic_0_Prob,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob
806,Instigating entrepreneurship to a university in an adverse entrepreneurial landscape,0,0.6379,0.6379,0.0022,0.0022,0.0022,0.0022,0.3447,0.0022,0.0022,0.0022,0.0022
807,Conceptual Development of Academic Entrepreneurial Intentions Scale,0,0.9557,0.9557,0.0008,0.0008,0.0008,0.0008,0.0382,0.0008,0.0008,0.0008,0.0008
808,Developing Oresund Region's Innovation System With Clean Technology Entrepreneurship,0,0.8981,0.8981,0.0008,0.0008,0.0008,0.0008,0.0958,0.0008,0.0008,0.0008,0.0008
810,THE MARKET OF ACADEMIC TEXTS IN RUSSIA (according to a qualitative survey),0,0.9926,0.9926,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
811,Development of university-industry partnership in Armenia: university perspective,0,0.8936,0.8936,0.0007,0.0007,0.0007,0.0007,0.1004,0.0007,0.0007,0.0007,0.0007
812,A transversal reconceptualization of entrepreneurship education: applying insights from the lean soc,0,0.9584,0.9584,0.0007,0.036,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
813,Integrating Entrepreneurship Education: Challenges for Academic Institutions in the West University ,0,0.9935,0.9935,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
814,Investigating Entrepreneurial Universities' Logics through System Synamics: A Causal Loop Analysis,0,0.9809,0.9809,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
815,Career Imprints from Diverse Institutional Settings: a Comparative Study of Academic and Non-academi,5,0.5237,0.4589,0.0022,0.0022,0.0022,0.0022,0.5237,0.0022,0.0022,0.0022,0.0022
816,US faculty patenting: Inside and outside the university,5,0.9836,0.0018,0.0018,0.0018,0.0018,0.0018,0.9836,0.0018,0.0018,0.0018,0.0018
817,University and industry cooperation from the perspective of hotel managers: The case of Turkiye,0,0.971,0.971,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032
818,The Determinants of Entrepreneurial Intention of Young Researchers: Combining the Theory of Planned ,0,0.8682,0.8682,0.0021,0.0021,0.1152,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
819,FORMS OF COOPERATION OF THE UNIVERSITY AND ENTERPRISES - THEORETICAL CONSIDERATIONS,0,0.9812,0.9812,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
820,Entrepreneurial dynamism and the built environment in the evolution of university entrepreneurial ec,0,0.9842,0.9842,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
821,Parting the ivory curtain: understanding how universities support a diverse set of startups,0,0.7691,0.7691,0.0018,0.0018,0.0018,0.0018,0.2166,0.0018,0.0018,0.0018,0.0018
822,The reverse engagement gap: gender differences in external engagement among UK academics,0,0.7193,0.7193,0.002,0.002,0.2647,0.002,0.002,0.002,0.002,0.002,0.002
823,Social capital building and new business formation: A case study in Silicon Valley,5,0.611,0.3741,0.0019,0.0019,0.0019,0.0019,0.611,0.0019,0.0019,0.0019,0.0019
824,Transformation of educational structures: university as an entrepreneurial organization,0,0.9833,0.9833,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
825,From divergent meanings to common practices: The early institutionalization of technology transfer i,0,0.6875,0.6875,0.0018,0.0018,0.0018,0.0018,0.2982,0.0018,0.0018,0.0018,0.0018
826,Industrializing academic knowledge in Taiwan,5,0.4971,0.4906,0.0015,0.0015,0.0015,0.0015,0.4971,0.0015,0.0015,0.0015,0.0015
827,The Surrogate Student Entrepreneurship Model-Can the Swedish Commercialisation Model Work in Poland?,0,0.6912,0.6912,0.0017,0.0017,0.0017,0.0017,0.2953,0.0017,0.0017,0.0017,0.0017
828,Technology transfer in a global economy,0,0.7578,0.7578,0.0017,0.0017,0.0017,0.0017,0.2289,0.0017,0.0017,0.0017,0.0017
829,A strategic alignment framework for the entrepreneurial university,0,0.9836,0.9836,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
830,University-level mechanisms supporting the creation of new companies: an analysis of Italian academi,5,0.5205,0.4649,0.0018,0.0018,0.0018,0.0018,0.5205,0.0018,0.0018,0.0018,0.0018
831,Why do some academic entrepreneurs experience less role conflict? The impact of prior academic exper,0,0.9045,0.9045,0.0015,0.0015,0.0837,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
832,Entrepreneurial universities: emerging models in the new social and economic landscape,0,0.9795,0.9795,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
833,"The Schumpeterian entrepreneur: a review of the empirical evidence on the antecedents, behaviour and",0,0.9795,0.9795,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
834,Student entrepreneurship - research on development,0,0.987,0.987,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
835,"Losing, and finding, spaces to learn in the university",0,0.9824,0.9824,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
836,Transferring Good Practice beyond Organizational Borders: Lessons from Transferring an Entrepreneurs,0,0.6552,0.6552,0.0019,0.0201,0.0019,0.0019,0.3117,0.0019,0.0019,0.0019,0.0019
837,Assessing the Impact of Universities' Entrepreneurial Activity on Regional Competitiveness,0,0.5809,0.5809,0.0018,0.0018,0.4048,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
838,Bridging the gap: the challenges of employing entrepreneurial processes within university settings,0,0.9845,0.9845,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
839,Creating entrepreneurial universities in an emerging economy: Evidence from Brazil,0,0.7872,0.7872,0.0006,0.0006,0.0006,0.0006,0.2076,0.0006,0.0006,0.0006,0.0006
840,Potential of digital technologies in academic entrepreneurship - a study,0,0.9945,0.9945,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
841,Impact of Groups on Academic Entrepreneurs in Sri Lanka,0,0.9859,0.9859,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
842,THE DEATH AND REBIRTH OF THE ENTREPRENEURIAL UNIVERSITY MODEL,0,0.9864,0.9864,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
843,Technology-based companies from the academy: the case of agronomy in Mexico,0,0.6712,0.6712,0.0016,0.0154,0.0016,0.0016,0.3021,0.0016,0.0016,0.0016,0.0016
844,THE INFLUENCE OF ACADEMIC CAPITALISM ON INNOVATIVE DEVELOPMENT IN THE FIELD OF HIGHER EDUCATION AND ,0,0.9946,0.9946,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
845,(Re)envisioning the role of technology transfer intermediaries in socio-technical transition,0,0.8319,0.8319,0.0017,0.0164,0.0017,0.0017,0.1233,0.0017,0.0017,0.0184,0.0017
846,Methods for mapping the impact of social sciences and humanities-A literature review,0,0.9636,0.9636,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0204,0.002
847,Is the entrepreneurial university also regionally engaged? Analysing the influence of university's s,0,0.982,0.982,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
848,Achieving harmony: Social identification in academic entrepreneurs' role transition,0,0.9839,0.9839,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
849,A systematic literature review of university technology transfer from a quadruple helix perspective:,0,0.9698,0.9698,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0175,0.0016
850,Design and Academic Entrepreneurship. The Role of Design in Spin-off Processes,0,0.7738,0.7738,0.0015,0.0015,0.0015,0.0015,0.2144,0.0015,0.0015,0.0015,0.0015
851,Are academic spin-offs more socially responsible? The influence of origin on entrepreneurial behavio,0,0.5717,0.5717,0.0014,0.0014,0.0014,0.0014,0.4172,0.0014,0.0014,0.0014,0.0014
852,Divergent paths to commercial science: A comparison of scientists' founding and advising activities,5,0.6057,0.0517,0.0018,0.0018,0.3302,0.0018,0.6057,0.0018,0.0018,0.0018,0.0018
853,Reconceptualising knowledge exchange and higher education institutions: broadening our understanding,0,0.9847,0.9847,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
854,New challenges for universities in the knowledge triangle,0,0.9833,0.9833,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
855,Modelling academic entrepreneurial intention with Bayesian networks / Modelado de la intencion empre,0,0.9709,0.9709,0.0017,0.0155,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
856,THE PSYCHOLOGICAL FOUNDATIONS OF UNIVERSITY SCIENCE COMMERCIALIZATION: A REVIEW OF THE LITERATURE AN,0,0.987,0.987,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
857,Value creation in university-firm research collaborations: A matching approach,5,0.6516,0.3343,0.0018,0.0018,0.0018,0.0018,0.6516,0.0018,0.0018,0.0018,0.0018
858,Technology transfer from national/federal labs and public research institutes: Managerial and policy,5,0.7718,0.2134,0.0019,0.0019,0.0019,0.0019,0.7718,0.0019,0.0019,0.0019,0.0019
859,Entrepreneurship in the Academic Radiology Environment,0,0.9885,0.9885,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
860,A step into the unknown: universities and the governance of regional economic development,0,0.9845,0.9845,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
861,Looking under the street light: Limitations of mainstream technology transfer indicators,5,0.7288,0.2577,0.0017,0.0017,0.0017,0.0017,0.7288,0.0017,0.0017,0.0017,0.0017
862,Patent Activities and Publication Performance of Academic Scientists in the Life Science Field: Case,5,0.4483,0.329,0.0014,0.0014,0.2132,0.0014,0.4483,0.0014,0.0014,0.0014,0.0014
863,Fostering entrepreneurship: an innovative business model to link innovation and new venture creation,0,0.6749,0.6749,0.0017,0.0017,0.0017,0.0017,0.3113,0.0017,0.0017,0.0017,0.0017
864,The influence of networks on the knowledge conversion capability of academic spin-offs,3,0.6385,0.2332,0.0017,0.0017,0.6385,0.0017,0.1163,0.0017,0.0017,0.0017,0.0017
865,A holistic approach to the evolution of an entrepreneurial ecosystem: An exploratory study of academ,0,0.6033,0.6033,0.0017,0.0017,0.1962,0.0017,0.1886,0.0017,0.0017,0.0017,0.0017
866,Academic logic and corporate entrepreneurial intentions: A study of the interaction between cognitiv,0,0.778,0.778,0.0016,0.0016,0.0016,0.0016,0.2093,0.0016,0.0016,0.0016,0.0016
867,Why do some regions exhibit a greater degree of manufacturing export and entrepreneurship activities,0,0.494,0.494,0.0017,0.0017,0.0017,0.0017,0.4927,0.0017,0.0017,0.0017,0.0017
868,Survey data of Entrepreneurial intention and perceived social support from academics-scientists at C,0,0.9763,0.9763,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026
869,Completing the technology transfer process: M&As of science-based IPOs,5,0.9852,0.0016,0.0016,0.0016,0.0016,0.0016,0.9852,0.0016,0.0016,0.0016,0.0016
870,Digital Twins for Monitoring and Managing the Built Environment: An Integrated Approach,0,0.9791,0.9791,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
871,"Dynamic capabilities, subnational environment, and university technology transfer",5,0.7318,0.2409,0.0015,0.0015,0.0015,0.0015,0.7318,0.0015,0.0167,0.0015,0.0015
872,Academic entrepreneurship and scientific innovation in context of Bio-economy strategy,0,0.494,0.494,0.0016,0.0016,0.0016,0.0016,0.4935,0.0016,0.0016,0.0016,0.0016
873,"CHANGING WITH THE TIMES: AN INTEGRATED VIEW OF IDENTITY, LEGITIMACY, AND NEW VENTURE LIFE CYCLES",0,0.8134,0.8134,0.0014,0.0014,0.0953,0.0014,0.0812,0.0014,0.0014,0.0014,0.0014
874,Managing Resources in the Generation and Development of Research Based Spinoffs: Evidences from Isra,0,0.5612,0.5612,0.002,0.002,0.1939,0.002,0.2309,0.002,0.002,0.002,0.002
875,Strategic Entrepreneurship at Universities: Academic Entrepreneurs' Assessment of Policy Programs,0,0.973,0.973,0.0015,0.0147,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
876,Review on the dimensions of business-university alliances,0,0.9875,0.9875,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
877,SECOND SOUTHERN SCIENCE CONFERENCE: HEALTH SESSIONS,0,0.8382,0.8382,0.0017,0.0017,0.0017,0.1327,0.0017,0.0017,0.0017,0.0172,0.0017
878,The Impact of I-Corps on Accelerating Venture Discontinuation in a Southeastern US University,5,0.6346,0.3521,0.0017,0.0017,0.0017,0.0017,0.6346,0.0017,0.0017,0.0017,0.0017
879,Industry funding and university professors' research performance,5,0.7939,0.1887,0.0022,0.0022,0.0022,0.0022,0.7939,0.0022,0.0022,0.0022,0.0022
880,"Entrepreneurial architecture-A comparison among Europe, United States and Latin America universities",0,0.9859,0.9859,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
881,A commentary on the impacts of 'Great Lockdown' and its aftermath on scaling firms: What are the imp,0,0.7947,0.7947,0.0025,0.0025,0.1853,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
882,Entrepreneurship for Commercialization of University IT Research Outcomes,5,0.6341,0.3528,0.0016,0.0016,0.0016,0.0016,0.6341,0.0016,0.0016,0.0016,0.0016
883,How Can Business Schools Create and Appropriate Value in University-Based Technological Innovation?,0,0.5593,0.5593,0.0007,0.0007,0.0007,0.0007,0.4353,0.0007,0.0007,0.0007,0.0007
884,The Academic Spin-Offs as an Engine of Economic Transition in Eastern Europe. A Path-Dependent Appro,0,0.6332,0.6332,0.0007,0.0007,0.0007,0.0007,0.3457,0.0007,0.0164,0.0007,0.0007
886,Discussion on the entrepreneurial university in Spain: The case of the Madrid Region,0,0.9006,0.9006,0.0019,0.0019,0.0845,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
887,Teaching science and technology PhD students in entrepreneurship-potential learning opportunities an,0,0.9521,0.9521,0.0014,0.0365,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
888,When Stars Shine: The Effects of Faculty Founders on New Technology Ventures,5,0.7241,0.0851,0.0014,0.0014,0.1806,0.0014,0.7241,0.0014,0.0014,0.0014,0.0014
889,Entrepreneurial Intention and Entrepreneurial Behaviour of Research Scientists: An Extended Conceptu,0,0.7531,0.7531,0.0015,0.0015,0.0015,0.0015,0.2352,0.0015,0.0015,0.0015,0.0015
890,"University Support, Teaching Competencies and Entrepreneurial Competencies in Software Engineering a",0,0.9847,0.9847,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
891,Incumbent organisations shaping emerging technological fields: cases of solar photovoltaic and elect,0,0.7142,0.7142,0.0016,0.0016,0.0016,0.0016,0.2733,0.0016,0.0016,0.0016,0.0016
892,Navigating multiple logics: Legitimacy and the quest for societal impact in science,0,0.9552,0.9552,0.0016,0.0323,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
893,Does One Size Fit All? The Multiple Organizational Forms Leading to Successful Academic Entrepreneur,0,0.5847,0.5847,0.0013,0.0013,0.0013,0.0013,0.4051,0.0013,0.0013,0.0013,0.0013
894,Review on barriers and drivers of university-industry collaborative innovation: A stakeholder perspe,0,0.9857,0.9857,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
895,How academics perceive their participation in applied projects: a case study of a third-tier univers,0,0.8371,0.8371,0.0015,0.0015,0.0015,0.0015,0.1508,0.0015,0.0015,0.0015,0.0015
896,The commercialization of molecular biology: Walter Gilbert and the Biogen startup,0,0.5643,0.5643,0.0016,0.0016,0.0573,0.0016,0.3669,0.0016,0.0016,0.0016,0.0016
897,"Knowledge sources of entrepreneurship: Firm formation by academic, user and employee innovators",0,0.6524,0.6524,0.0015,0.0015,0.0015,0.0015,0.3358,0.0015,0.0015,0.0015,0.0015
898,Foreign-born academic scientists: entrepreneurial academics or academic entrepreneurs?,5,0.5031,0.4858,0.0014,0.0014,0.0014,0.0014,0.5031,0.0014,0.0014,0.0014,0.0014
899,Mapping the entrepreneurship ecosystem scholarship: current state and future directions,0,0.9877,0.9877,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
900,Entrepreneurial Ventures in Higher Education Analysing Organizational Growth,0,0.8228,0.8228,0.0016,0.0016,0.1641,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
901,University Knowledge Production and Innovation: Getting a Grip,0,0.7854,0.7854,0.0016,0.0016,0.0016,0.0016,0.2017,0.0016,0.0016,0.0016,0.0016
902,"Balancing regulations, paperwork, and access: how administrative capacity and networks shape scienti",0,0.8152,0.8152,0.0015,0.0015,0.1593,0.0015,0.0015,0.0015,0.0015,0.015,0.0015
903,UNIVERSITY-INDUSTRY COLLABORATION: A SUCCESSFUL CASE IN THE ELECTRONICS AND SOFTWARE DESIGN AREA IN ,5,0.5157,0.4705,0.0017,0.0017,0.0017,0.0017,0.5157,0.0017,0.0017,0.0017,0.0017
904,A Criteria Catalog of Innovation Facilities at Higher Education Institutes: An Observational Approac,0,0.9859,0.9859,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
905,Heterogeneous effects of spinoff foundations on the means of technology transfer: the role of past a,5,0.5848,0.2491,0.0014,0.0014,0.1561,0.0014,0.5848,0.0014,0.0014,0.0014,0.0014
906,Commercializing academic knowledge and reputation in the late nineteenth and early twentieth centuri,0,0.6076,0.6076,0.0019,0.0019,0.0019,0.0019,0.377,0.0019,0.0019,0.0019,0.0019
907,Public-private innovation: Mediating roles and ICT niches of industrial research institutes,5,0.6878,0.3007,0.0014,0.0014,0.0014,0.0014,0.6878,0.0014,0.0014,0.0014,0.0014
908,Entrepreneurs without Academic Entrepreneurial Education - Unravelling Behavioral Patterns and Copin,0,0.9463,0.9463,0.0012,0.0012,0.0443,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
909,The entrepreneurial university as driver for economic growth and social change - Key strategic chall,0,0.9847,0.9847,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
910,Leveraging a Research University for New Economy Capacity Building in a Rural Industrial Region,0,0.5728,0.5728,0.0014,0.0014,0.0014,0.0014,0.4156,0.0014,0.0014,0.0014,0.0014
911,Did they sell their soul to the devil? Some comparative case-studies on academic entrepreneurs in th,0,0.4936,0.4936,0.0015,0.034,0.0015,0.0015,0.4617,0.0015,0.0015,0.0015,0.0015
912,The company I keep is not corporate enough: exploring the specificities of University startups,0,0.9824,0.9824,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
913,Crossing the Rubicon: exploring the factors that shape academics' perceptions of the barriers to wor,0,0.6859,0.6859,0.0016,0.0016,0.0016,0.0016,0.3016,0.0016,0.0016,0.0016,0.0016
914,Interpreting entrepreneurial core values through visual aesthetics: An analysis of posters for onlin,0,0.9093,0.9093,0.0016,0.0016,0.0016,0.0016,0.078,0.0016,0.0016,0.0016,0.0016
915,Basic Research and Knowledge Production Modes: A View from the Harvard Medical School,0,0.9525,0.9525,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0344,0.0016
916,The Role of Social and Institutional Contexts in Social Innovations of Spanish Academic Spinoffs,0,0.6916,0.6916,0.0014,0.0014,0.297,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
917,A benefit segmentation approach for innovation-oriented university-business collaboration,0,0.9254,0.9254,0.0014,0.0014,0.0014,0.0014,0.0632,0.0014,0.0014,0.0014,0.0014
918,"Commercializing science: nineteenth- and twentieth-century academic scientists as consultants, paten",0,0.8019,0.8019,0.0014,0.0014,0.0014,0.0014,0.1724,0.0014,0.0157,0.0014,0.0014
