Keyword,Z_Score,Recent_Avg_Freq,Historical_Avg_Freq,Total_Frequency,Is_Burst,Years_Active
WEB 2.0,-0.18,0.0,0.03,1,False,1
UNDERGRADUATE STUDENTS,-0.18,0.0,0.03,1,False,1
OPEN SOURCE SOFTWARE,-0.18,0.0,0.03,1,False,1
OPEN-SOURCE BUSINESS MODELS,-0.18,0.0,0.03,1,False,1
OPEN SOURCE,-0.18,0.0,0.03,1,False,1
STRATEGIC OPEN SOURCE,-0.18,0.0,0.03,1,False,1
ARCHETYPES,-0.18,0.0,0.03,1,False,1
PROPRIETARY,-0.18,0.0,0.03,1,False,1
PERSONALITY CHARACTERISTICS,-0.18,0.0,0.03,1,False,1
HA'IL,-0.18,0.0,0.03,1,False,1
ATTITUDE-RELATED VARIABLES,-0.18,0.0,0.03,1,False,1
ASSIMILATION,-0.18,0.0,0.03,1,False,1
CITIZENSHIP,-0.18,0.0,0.03,1,False,1
TRANSNATIONAL COMMERCIAL CIRCUITS,-0.18,0.0,0.03,1,False,1
CHINESE MARRIAGE-MIGRANT WOMEN,-0.18,0.0,0.03,1,False,1
MOVE,-0.18,0.0,0.03,1,False,1
CONTESTED COMMODITIES,-0.18,0.0,0.03,1,False,1
UPSKILLING,-0.18,0.0,0.03,1,False,1
MOOCS,-0.18,0.0,0.06,2,False,1
SELF-DIRECTED LEARNING,-0.18,0.0,0.03,1,False,1
CHINA-TAIWAN,-0.18,0.0,0.03,1,False,1
CONCEPTUAL STRUCTURE,-0.18,0.0,0.03,1,False,1
ETHNIC ENCLAVE,-0.18,0.0,0.03,1,False,1
COLLABORATION NETWORKS,-0.18,0.0,0.03,1,False,1
CHINESE DIGITAL ENTREPRENEURS ON DIGITAL,-0.18,0.0,0.03,1,False,1
STRUCTURAL HOLES,-0.18,0.0,0.03,1,False,1
KNOWLEDGE ORCHESTRATION,-0.18,0.0,0.03,1,False,1
E-COMMERCE PLATFORM,-0.18,0.0,0.03,1,False,1
CROSS-BORDER TRADE,-0.18,0.0,0.03,1,False,1
CURRENT INTERNATIONAL (COVID-19) AFFAIRS,-0.18,0.0,0.03,1,False,1
MIGRANT WOMEN,-0.18,0.0,0.03,1,False,1
WHITEWASHING,-0.18,0.0,0.03,1,False,1
ENTERTAINMENT,-0.18,0.0,0.06,2,False,1
POPULARITY,-0.18,0.0,0.03,1,False,1
MICRO-CELEBRITY,-0.18,0.0,0.03,1,False,1
DEEP LEARNING,-0.18,0.0,0.03,1,False,1
COMPUTING ANALYSIS,-0.18,0.0,0.03,1,False,1
SOHU,-0.18,0.0,0.03,1,False,1
POSITIVE ENERGY,-0.18,0.0,0.03,1,False,1
COPYRIGHT,-0.18,0.0,0.03,1,False,1
TUDOU,-0.18,0.0,0.03,1,False,1
UNIMEDIA,-0.18,0.0,0.03,1,False,1
AMATEUR,-0.18,0.0,0.03,1,False,1
YOUKU,-0.18,0.0,0.03,1,False,1
CULTURAL POLICY,-0.18,0.0,0.03,1,False,1
RAGE COMICS,-0.18,0.0,0.03,1,False,1
DIAOSI,-0.18,0.0,0.03,1,False,1
DAPENG,-0.18,0.0,0.03,1,False,1
ONLINE VIDEO,-0.18,0.0,0.03,1,False,1
TRANSNATIONAL DIGITAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
SELF-CONTROL,-0.18,0.0,0.03,1,False,1
ROLE CONFLICT,-0.18,0.0,0.03,1,False,1
METAANALYSIS,-0.18,0.0,0.03,1,False,1
ROLE AMBIGUITY,-0.18,0.0,0.03,1,False,1
DIGITAL REVOLUTION,-0.18,0.0,0.03,1,False,1
STRATEGIC ALLIANCE,-0.18,0.0,0.03,1,False,1
MOOC,-0.18,0.0,0.03,1,False,1
TOURISM SUPPLY CHAIN,-0.18,0.0,0.03,1,False,1
CONSUMER CULTURE,-0.18,0.0,0.03,1,False,1
PRODUCT SUPPLY,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL CULTURE,-0.18,0.0,0.03,1,False,1
START-UP AGE,-0.18,0.0,0.03,1,False,1
HOST GROWTH,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL INERTIA,-0.18,0.0,0.03,1,False,1
EVALUATION,-0.18,0.0,0.03,1,False,1
FRUGAL INNOVATION,-0.18,0.0,0.03,1,False,1
BAD,-0.18,0.0,0.03,1,False,1
EXPLANATORY CASE STUDY,-0.18,0.0,0.03,1,False,1
INTERMEDIARY,-0.18,0.0,0.03,1,False,1
TECHNOLOGY EXPLORATION,-0.18,0.0,0.03,1,False,1
MANAGEMENT TEAM HETEROGENEITY,-0.18,0.0,0.03,1,False,1
MARKET EXPANSION,-0.18,0.0,0.03,1,False,1
TECHNOLOGY EXPLOITATION,-0.18,0.0,0.03,1,False,1
PROSUMER,-0.18,0.0,0.03,1,False,1
TECHNOLOGY READINESS,-0.18,0.0,0.03,1,False,1
PRODUCT DIVERSIFICATION,-0.18,0.0,0.03,1,False,1
DESIRE,-0.18,0.0,0.03,1,False,1
FIRM AGE,-0.18,0.0,0.03,1,False,1
MULTILEVEL RESEARCH,-0.18,0.0,0.03,1,False,1
SUBSISTENCE MARKETPLACES,-0.18,0.0,0.03,1,False,1
SEMANTIC ANALYSIS,-0.18,0.0,0.03,1,False,1
DIMENSIONS,-0.23,0.0,0.13,4,False,2
EMPIRICAL-ANALYSIS,-0.25,0.0,0.1,3,False,2
BUSINESS DEVELOPMENT,-0.25,0.0,0.1,3,False,2
DEMAND,-0.25,0.0,0.1,3,False,2
MSES,-0.25,0.0,0.1,3,False,2
AFRICA,-0.25,0.0,0.1,3,False,2
ALLIANCES,-0.25,0.0,0.1,3,False,2
FSQCA,-0.25,0.0,0.1,3,False,2
CONFLICT,-0.25,0.0,0.1,3,False,2
EMANCIPATION,-0.25,0.0,0.1,3,False,2
FAMILY BUSINESS,-0.25,0.0,0.1,3,False,2
COMMUNICATION,-0.25,0.0,0.1,3,False,2
ENTREPRENEUR,-0.25,0.0,0.1,3,False,2
SIGNALING THEORY,-0.26,0.0,0.06,2,False,2
COWORKING,-0.26,0.0,0.06,2,False,2
MUSIC INDUSTRY,-0.26,0.0,0.06,2,False,2
CLASSIFICATION,-0.26,0.0,0.06,2,False,2
DIGITAL ERA,-0.26,0.0,0.06,2,False,2
TECHNOLOGICAL ENTREPRENEURSHIP,-0.26,0.0,0.06,2,False,2
CREATIVE INDUSTRIES,-0.26,0.0,0.06,2,False,2
SOCIAL-CLASS,-0.26,0.0,0.06,2,False,2
STRATEGIC AGILITY,-0.26,0.0,0.06,2,False,2
DISRUPTIVE INNOVATION,-0.26,0.0,0.06,2,False,2
ITALY,-0.26,0.0,0.06,2,False,2
RACE,-0.26,0.0,0.06,2,False,2
UNIVERSITY ENTREPRENEURSHIP,-0.26,0.0,0.06,2,False,2
PANDEMIC,-0.26,0.0,0.06,2,False,2
PRIVACY,-0.26,0.0,0.06,2,False,2
CONFIGURATIONS,-0.26,0.0,0.06,2,False,2
INFLUENCERS,-0.26,0.0,0.06,2,False,2
INVESTORS,-0.26,0.0,0.06,2,False,2
INFRASTRUCTURES,-0.26,0.0,0.06,2,False,2
SMART CONTRACTS,-0.26,0.0,0.06,2,False,2
REVERSE ENGINEERING,-0.26,0.0,0.06,2,False,2
DIGITAL VENTURING,-0.26,0.0,0.06,2,False,2
KNOWLEDGE AGE,-0.26,0.0,0.06,2,False,2
ENTREPRENEURIAL UNIVERSITIES,-0.26,0.0,0.06,2,False,2
DIGITAL ECOSYSTEMS,-0.26,0.0,0.06,2,False,2
USER-GENERATED CONTENT,-0.26,0.0,0.06,2,False,2
FARMERS,-0.26,0.0,0.06,2,False,2
DIGITAL ENTERPRISE,-0.26,0.0,0.06,2,False,2
ENTREPRENEURIAL AGILITY,-0.26,0.0,0.06,2,False,2
DIGITAL AFFORDANCES,-0.26,0.0,0.06,2,False,2
NETWORK ANALYSIS,-0.26,0.0,0.06,2,False,2
MICRO-ENTERPRISE,-0.26,0.0,0.06,2,False,2
HOMEWORKING,-0.26,0.0,0.06,2,False,2
REMOTE WORKING,-0.26,0.0,0.06,2,False,2
CITATION,-0.26,0.0,0.06,2,False,2
AGRICULTURE,-0.26,0.0,0.06,2,False,2
RURAL-AREAS,-0.26,0.0,0.06,2,False,2
PALESTINE,-0.26,0.0,0.06,2,False,2
CUSTOMER DEVELOPMENT,-0.26,0.0,0.06,2,False,2
HIGH-TECH,-0.26,0.0,0.06,2,False,2
OPEN DATA,-0.26,0.0,0.06,2,False,2
DISCRIMINATION,-0.26,0.0,0.06,2,False,2
PROFESSIONALIZATION,-0.26,0.0,0.06,2,False,2
META-ORGANIZATION,-0.26,0.0,0.06,2,False,2
SOFTWARE-DEVELOPMENT,-0.26,0.0,0.06,2,False,2
APPLICATION,-0.26,0.0,0.06,2,False,2
LIABILITY,-0.26,0.0,0.06,2,False,2
RISK-TAKING,-0.26,0.0,0.06,2,False,2
DISCOURSE,-0.26,0.0,0.06,2,False,2
SHARING ACCOMMODATION,-0.26,0.0,0.06,2,False,2
FOUNDATIONS,-0.26,0.0,0.06,2,False,2
CUSTOMER ENGAGEMENT,-0.26,0.0,0.06,2,False,2
INCOME,-0.26,0.0,0.06,2,False,2
RADICAL INNOVATION,-0.26,0.0,0.06,2,False,2
DIGITAL GOVERNANCE,-0.26,0.0,0.06,2,False,2
GUANXI,-0.26,0.0,0.06,2,False,2
STATE,-0.26,0.0,0.06,2,False,2
INFORMATION TECHNOLOGIES,-0.26,0.0,0.06,2,False,2
HIGHER-EDUCATION,-0.26,0.0,0.06,2,False,2
CLUSTER ANALYSIS,-0.26,0.0,0.06,2,False,2
MATCHMAKERS,-0.26,0.0,0.06,2,False,2
ORCHESTRATION,-0.26,0.0,0.06,2,False,2
MANAGEMENT RESEARCH,-0.26,0.0,0.06,2,False,2
DESTRUCTION,-0.26,0.0,0.06,2,False,2
SOCIAL NETWORKING,-0.26,0.0,0.06,2,False,2
SCIENTIFIC METHOD,-0.26,0.0,0.06,2,False,2
ECONOMIC DEVELOPMENT,-0.26,0.0,0.06,2,False,2
PROMISE,-0.26,0.0,0.06,2,False,2
VIRTUAL INCUBATOR,-0.26,0.0,0.06,2,False,2
ENGAGEMENT,-0.26,0.0,0.06,2,False,2
HEALTHCARE,-0.26,0.0,0.06,2,False,2
DEMAND-SIDE PERSPECTIVE,-0.26,0.0,0.06,2,False,2
ORGANIZING LOGIC,-0.26,0.0,0.06,2,False,2
ALERTNESS,-0.26,0.0,0.06,2,False,2
INTERNET START-UP,-0.26,0.0,0.06,2,False,2
BIG-DATA,-0.26,0.0,0.06,2,False,2
BANGLADESH,-0.26,0.0,0.06,2,False,2
PRECARITY,-0.26,0.0,0.06,2,False,2
NEXT-GENERATION,-0.26,0.0,0.06,2,False,2
UNPACKING,-0.26,0.0,0.06,2,False,2
TRANSACTION COSTS,-0.26,0.0,0.06,2,False,2
EMPIRICAL-EXAMINATION,-0.26,0.0,0.06,2,False,2
EMBEDDEDNESS,-0.26,0.0,0.06,2,False,2
EXTERNAL ENABLER,-0.26,0.0,0.06,2,False,2
EMERGING TECHNOLOGIES,-0.26,0.0,0.06,2,False,2
SPECIALIZATION,-0.26,0.0,0.06,2,False,2
MICRO-ENTREPRENEURSHIP,-0.26,0.0,0.06,2,False,2
CYBERFEMINISM,-0.26,0.0,0.06,2,False,2
COGNITION,-0.26,0.0,0.06,2,False,2
COLLECTIVE INTELLIGENCE,-0.26,0.0,0.06,2,False,2
DIGITIZATION,-0.27,0.0,0.26,8,False,3
SME,-0.28,0.0,0.16,5,False,3
CLUSTERS,-0.31,0.0,0.13,4,False,3
DEFINITION,-0.31,0.0,0.13,4,False,3
SERVICE INNOVATION,-0.31,0.0,0.13,4,False,3
ACADEMIC ENTREPRENEURSHIP,-0.31,0.0,0.13,4,False,3
DIGITAL CITIZENSHIP,-0.31,0.0,0.13,4,False,3
VENTURE CAPITAL,-0.31,0.0,0.16,5,False,3
E-BUSINESS,-0.33,0.0,0.1,3,False,3
BORN GLOBALS,-0.33,0.0,0.1,3,False,3
INFORMATION TECHNOLOGY,-0.33,0.0,0.1,3,False,3
RESOURCE,-0.33,0.0,0.1,3,False,3
WEBSITES,-0.33,0.0,0.1,3,False,3
RECOGNITION,-0.33,0.0,0.1,3,False,3
ETHNIC-MINORITY,-0.33,0.0,0.1,3,False,3
ONLINE ENTREPRENEURSHIP,-0.33,0.0,0.1,3,False,3
CASE STUDY,-0.33,0.0,0.39,12,False,5
SERVICE-DOMINANT LOGIC,-0.33,0.0,0.1,3,False,3
E-ENTREPRENEURSHIP,-0.33,0.0,0.1,3,False,3
AGE,-0.33,0.0,0.1,3,False,3
EMERGENCE,-0.35,0.0,0.39,12,False,4
LEAN STARTUP,-0.36,0.0,0.16,5,False,4
INDUSTRY 4.0,-0.36,0.0,0.19,6,False,4
FINTECH,-0.36,0.0,0.19,6,False,4
NEW VENTURES,-0.38,0.0,0.13,4,False,4
DIGITAL INFRASTRUCTURE,-0.38,0.0,0.13,4,False,4
OPPORTUNITY IDENTIFICATION,-0.38,0.0,0.13,4,False,4
SMART CITY,-0.38,0.0,0.13,4,False,4
START-UP,-0.41,0.0,0.19,6,False,5
